filterType,params,variance,latency,rawThresh,filtThresh,peakRaw,peakFilt
exponential,α=0.9360,4.1440,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9370,4.1480,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9380,4.1521,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9390,4.1562,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9400,4.1602,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9410,4.1643,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9420,4.1684,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9430,4.1725,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9440,4.1766,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9450,4.1807,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9460,4.1848,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9470,4.1889,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9480,4.1930,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9490,4.1971,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9500,4.2012,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9510,4.2053,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9520,4.2094,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9530,4.2136,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9540,4.2177,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9550,4.2218,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9560,4.2260,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9570,4.2301,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9580,4.2342,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9590,4.2384,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9600,4.2426,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9610,4.2467,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9620,4.2509,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9630,4.2550,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9640,4.2592,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9650,4.2634,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9660,4.2676,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9670,4.2717,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9680,4.2759,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9690,4.2801,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9700,4.2843,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9710,4.2885,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9720,4.2927,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9730,4.2969,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9740,4.3011,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9750,4.3054,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9760,4.3096,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9770,4.3138,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9780,4.3180,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9790,4.3223,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9800,4.3265,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9810,4.3307,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9820,4.3350,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9830,4.3392,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9840,4.3435,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9850,4.3477,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9860,4.3520,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9870,4.3563,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9880,4.3606,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9890,4.3648,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9900,4.3691,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9910,4.3734,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9920,4.3777,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9930,4.3820,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9940,4.3863,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9950,4.3906,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9960,4.3949,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9970,4.3992,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9980,4.4035,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9990,4.4078,0.00,0.00,0.00,315.12,315.12
